"Type";"Title";"Group";"Publish Date";"Status";"Description";"pdf";"Landing Page"
"ECC Recommendations";"ECC/REC/(21)02";"ECC PT1";"2021-11-05";"Active";"ECC/REC/(21)02 of 5 November 2021 on Guidance on the application of the least restrictive technical conditions (LRTC) in ECC Decision (11)06 (amended 26 October 2018) to ensure protection of the military radiolocation systems operating below 3400 MHz from indoor non-AAS small cells operating in the band 3400-3800 MHz
(ECC#57)
";"=HYPERLINK(""http://docdb.cept.org/download/3533"")";"=HYPERLINK(""http://docdb.cept.org/document/22514"")"
"ECC Recommendations";"ECC/REC/(21)01";"WGNaN";"2021-11-24";"Active";"ECC/REC/(21)01 of 24 November 2021 on TETRA ITSI numbering resource and its relationship to E.212 IMSI numbering resource
(NaN#23)";"=HYPERLINK(""http://docdb.cept.org/download/3550"")";"=HYPERLINK(""http://docdb.cept.org/document/25006"")"
"ECC Recommendations";"ECC/REC/(20)03";"ECC PT1";"2025-11-07";"Active";"ECC/REC/(20)03 of 23 October 2020 on frame structures to facilitate cross-border coordination of TDD MFCN in the frequency band 3400-3800 MHz 

amended 7 November 2025 (ECC#68)";"=HYPERLINK(""http://docdb.cept.org/download/4844"")";"=HYPERLINK(""http://docdb.cept.org/document/15492"")"
"ECC Recommendations";"ECC/REC/(20)02";"FM44";"2020-10-23";"Active";"ECC/REC/(20)02 of 23 October 2020 on method for calculating high intensity radiated field level, from high e.i.r.p. circular aperture fixed earth stations located close to an airfield
(FM#97)";"=HYPERLINK(""http://docdb.cept.org/download/1740"")";"=HYPERLINK(""http://docdb.cept.org/document/15491"")"
"ECC Recommendations";"ECC/REC/(20)01";"ECC PT1";"2025-11-07";"Active";"ECC/REC/(20)01 of 6 March 2020 on guidelines to support the introduction of 5G while ensuring, in a proportionate way, the use of existing and planned FSS transmitting earth stations in the frequency band 24.65-25.25 GHz and the possibility for future deployment of these earth stations 

corrected 7 November 2025 (ECC#68)";"=HYPERLINK(""http://docdb.cept.org/download/4853"")";"=HYPERLINK(""http://docdb.cept.org/document/13860"")"
"ECC Recommendations";"ECC/REC/(19)03";"WGNaN";"2019-11-21";"Active";"ECC/REC/(19)03 of 21 November 2019 on measures for increasing Trust in Calling Line Identification and Originating Identification
(NaN#19)";"=HYPERLINK(""http://docdb.cept.org/download/1744"")";"=HYPERLINK(""http://docdb.cept.org/document/13481"")"
"ECC Recommendations";"ECC/REC/(19)02";"SE21";"2019-05-29";"Active";"ECC/REC/(19)02 of 29 May 2019 on guidance and methodologies when considering typical unwanted emissions in sharing/compatibility studies
(SE#82)";"=HYPERLINK(""http://docdb.cept.org/download/1746"")";"=HYPERLINK(""http://docdb.cept.org/document/10173"")"
"ECC Recommendations";"ECC/REC/(19)01";"ECC PT1";"2019-03-08";"Active";"ECC/REC/(19)01 of 8 March 2019 on technical toolkit to support the introduction of 5G while ensuring, in a proportionate way, the use of existing and planned EESS/SRS receiving earth stations in the 26 GHz band and the possibility for future deployment of these earth stations
(ECC#50)";"=HYPERLINK(""http://docdb.cept.org/download/1748"")";"=HYPERLINK(""http://docdb.cept.org/document/9071"")"
"ECC Recommendations";"ECC/REC/(18)02";"SE19";"2018-09-14";"Active";"ECC/REC/(18)02 of 14 September 2018 on radio frequency channel/block arrangements for Fixed Service systems operating in the bands 92-94 GHz, 94.1-100 GHz, 102-109.5 GHz and 111.8-114.25 GHz
(SE#80)";"=HYPERLINK(""http://docdb.cept.org/download/1750"")";"=HYPERLINK(""http://docdb.cept.org/document/6037"")"
"ECC Recommendations";"ECC/REC/(18)01";"SE19";"2018-04-27";"Active";"ECC/REC/(18)01 of 27 April 2018 on radio frequency channel/block arrangements for Fixed Service systems operating in the bands 130-134 GHz, 141-148.5 GHz, 151.5-164 GHz and 167-174.8 GHz
(SE#79)";"=HYPERLINK(""http://docdb.cept.org/download/1751"")";"=HYPERLINK(""http://docdb.cept.org/document/2012"")"
"ECC Recommendations";"ECC/REC/(17)04";"NaN1";"2020-12-16";"Active";"ECC/REC/(17)04 of 22 November 2017 on numbering for eCall

amended on 16 December 2020 (NaN#21)";"=HYPERLINK(""http://docdb.cept.org/download/1754"")";"=HYPERLINK(""http://docdb.cept.org/document/1019"")"
"ECC Recommendations";"ECC/REC/(17)03";"FM58";"2017-05-19";"Active";"ECC/REC/(17)03 of 19 May 2017 on guidance for the harmonised use and coordination of Maritime Broadband Radio (MBR) systems on board ships and off-shore platforms operating within the frequency bands 5852-5872 MHz and 5880-5900 MHz
(FM#88)";"=HYPERLINK(""http://docdb.cept.org/download/1756"")";"=HYPERLINK(""http://docdb.cept.org/document/977"")"
"ECC Recommendations";"ECC/REC/(17)02";"NaN1";"2023-11-28";"Active";"ECC/REC/(17)02 of 31 May 2017 on harmonised European Management and Assignment Principles for E.212 Mobile Network Codes (MNCs)

amended 28 November 2023 (NaN#27)";"=HYPERLINK(""http://docdb.cept.org/download/4400"")";"=HYPERLINK(""http://docdb.cept.org/document/951"")"
"ECC Recommendations";"ECC/REC/(17)01";"FM22";"2017-02-03";"Active";"ECC/REC/(17)01 of 3 February 2017 on measurement uncertainty assessment for field measurements
(FM#87)";"=HYPERLINK(""http://docdb.cept.org/download/1760"")";"=HYPERLINK(""http://docdb.cept.org/document/946"")"
"ECC Recommendations";"ECC/REC/(16)04";"FM22";"2016-10-17";"Withdrawn";"ECC/REC/(16)04 of 17 October 2016 on determination of the radiated power from FM sound broadcasting stations through field strength measurements in the frequency band 87.5 to 108 MHz";"=HYPERLINK(""http://docdb.cept.org/download/1763"")";"=HYPERLINK(""http://docdb.cept.org/document/947"")"
"ECC Recommendations";"ECC/REC/(16)03";"FM62";"2016-10-17";"Active";"ECC/REC/(16)03 of 17 October 2016 on cross-border coordination for Broadband Public Protection and Disaster Relief (BB-PPDR) systems in the frequency band 698 to 791 MHz
(FM#86)";"=HYPERLINK(""http://docdb.cept.org/download/1765"")";"=HYPERLINK(""http://docdb.cept.org/document/948"")"
"ECC Recommendations";"ECC/REC/(16)02";"NaN1";"2023-06-22";"Active";"ECC/REC/(16)02 of 28 April 2016 on Extraterritorial Use of E.164 Numbers - High level principles of assignment and use

amended 22 June 2023 (NaN#26)";"=HYPERLINK(""http://docdb.cept.org/download/4363"")";"=HYPERLINK(""http://docdb.cept.org/document/949"")"
"ECC Recommendations";"ECC/REC/(16)01";"NaN2";"2016-04-28";"Active";"ECC/REC/(16)01 of 28 April 2016 on 3rd party access to Number Portability Data (NP Data)
(NaN#12)";"=HYPERLINK(""http://docdb.cept.org/download/1769"")";"=HYPERLINK(""http://docdb.cept.org/document/950"")"
"ECC Recommendations";"ECC/REC/(15)04";"FM51";"2015-07-03";"Active";"ECC/REC/(15)04 of 3 July 2015 on Guidance for the implementation of a sharing framework between MFCN and PMSE within 2300-2400 MHz";"=HYPERLINK(""http://docdb.cept.org/download/1771"")";"=HYPERLINK(""http://docdb.cept.org/document/518"")"
"ECC Recommendations";"ECC/REC/(15)03";"WGNaN";"2018-11-28";"Withdrawn";"ECC/REC/(15)03 of 23 April 2015 on provision of Comparable Information on Fixed Retail Internet Access Service Quality

amended on 28 November 2018";"=HYPERLINK(""http://docdb.cept.org/download/1773"")";"=HYPERLINK(""http://docdb.cept.org/document/517"")"
"ECC Recommendations";"ECC/REC/(15)02";"WGNaN";"2020-12-16";"Active";"ECC/REC/(15)02 of 23 April 2015 on Guidelines for Major changes to National Numbering and Dialling Plans concerning E.164 Numbers

amended on 16 December 2020 (NaN#21)";"=HYPERLINK(""http://docdb.cept.org/download/1775"")";"=HYPERLINK(""http://docdb.cept.org/document/516"")"
"ECC Recommendations";"ECC/REC/(15)01";"ECC PT1";"2022-06-10";"Active";"ECC/REC/(15)01 of 13 February 2015 on Cross-border coordination for Mobile/Fixed Communications Networks (MFCN) in the frequency bands: 694-790 MHz, 1427-1518 MHz and 3400-3800 MHz

latest amended on 10 June 2022 (FM#102)";"=HYPERLINK(""http://docdb.cept.org/download/4042"")";"=HYPERLINK(""http://docdb.cept.org/document/515"")"
"ECC Recommendations";"ECC/REC/(14)06";"SE19";"2015-05-08";"Active";"ECC/REC/(14)06 of 19 September 2014 on implementation of Fixed Service Point-to-Point narrow channels (3.5 MHz, 1.75 MHz, 0.5 MHz, 0.25 MHz, 0.025 MHz) in the guard bands and center gaps of the lower 6 GHz (5925 to 6425 MHz) and upper 6 GHz (6425 to 7125 MHz) bands
(SE#70)

";"=HYPERLINK(""http://docdb.cept.org/download/1779"")";"=HYPERLINK(""http://docdb.cept.org/document/514"")"
"ECC Recommendations";"ECC/REC/(14)05";"RAFG";"2014-10-14";"Active";"ECC/REC/(14)05 of 14 October 2014 on amateur Radio Licence Examinations for Persons with Disabilities";"=HYPERLINK(""http://docdb.cept.org/download/1781"")";"=HYPERLINK(""http://docdb.cept.org/document/513"")"
"ECC Recommendations";"ECC/REC/(14)04";"ECC PT1";"2024-06-28";"Active";"ECC/REC/(14)04 of 30 May 2014 on cross-border coordination for mobile/fixed communications networks (MFCN) and between MFCN and other systems in the frequency band 2300-2400 MHz

amended 28 June 2024 (ECC#64)";"=HYPERLINK(""http://docdb.cept.org/download/4523"")";"=HYPERLINK(""http://docdb.cept.org/document/512"")"
"ECC Recommendations";"ECC/REC/(14)03";"WGNaN";"2014-04-10";"Withdrawn";"ECC/REC/(14)03 of 10 April 2014 on charging Principles for National and International Freephone Numbers";"=HYPERLINK(""http://docdb.cept.org/download/1785"")";"=HYPERLINK(""http://docdb.cept.org/document/511"")"
"ECC Recommendations";"ECC/REC/(14)02";"WGFM";"2014-02-11";"Active";"ECC/REC/(14)02 of 11 February 2014 on protection of fixed monitoring stations against interference from nearby or strong transmitters";"=HYPERLINK(""http://docdb.cept.org/download/1787"")";"=HYPERLINK(""http://docdb.cept.org/document/510"")"
"ECC Recommendations";"ECC/REC/(14)01";"SE19";"2018-09-14";"Active";"ECC/REC/(14)01 of 31 January 2014 on radio frequency channel arrangements for fixed service systems operating in the band 92-95 GHz

latest amended on 14 September 2018 (SE#80)";"=HYPERLINK(""http://docdb.cept.org/download/1788"")";"=HYPERLINK(""http://docdb.cept.org/document/509"")"
"ECC Recommendations";"ECC/REC/(12)04";"NaN1";"2025-06-19";"Active";"ECC/REC/(12)04 of 5 December 2012 on numbering for Nomadic Voice Services

amended 19 June 2025 (WG NaN#31)";"=HYPERLINK(""http://docdb.cept.org/download/4775"")";"=HYPERLINK(""http://docdb.cept.org/document/508"")"
"ECC Recommendations";"ECC/REC/(12)03";"FM22";"2023-10-17";"Active";"ECC/REC/(12)03 of 18 February 2013 on determination of the radiated power through ground-based field strength measurements in the frequency range from 30 MHz to 6000 MHz 

latest amended on 17 October 2023 (FM#105)";"=HYPERLINK(""http://docdb.cept.org/download/4396"")";"=HYPERLINK(""http://docdb.cept.org/document/507"")"
"ECC Recommendations";"ECC/REC/(12)02";"WGNaN";"2012-05-22";"Active";"ECC/REC/(12)02 of 22 May 2012 on number Portability - Best Pratices";"=HYPERLINK(""http://docdb.cept.org/download/1795"")";"=HYPERLINK(""http://docdb.cept.org/document/506"")"
"ECC Recommendations";"ECC/REC/(11)10";"SRDMG";"2011-10-21";"Active";"ECC/REC/(11)10 of 21 October 2011 on location tracking application for emergency and disaster situations

";"=HYPERLINK(""http://docdb.cept.org/download/1797"")";"=HYPERLINK(""http://docdb.cept.org/document/505"")"
"ECC Recommendations";"ECC/REC/(11)09";"SRDMG";"2015-05-22";"Active";"ECC/REC/(11)09 of 21 October 2011 on UWB Location Tracking Systems TYPE 2 (LT2)

amended on 22 May 2015";"=HYPERLINK(""http://docdb.cept.org/download/1800"")";"=HYPERLINK(""http://docdb.cept.org/document/504"")"
"ECC Recommendations";"ECC/REC/(11)08";"FM44";"2011-11-01";"Active";"ECC/REC/(11)08 of 1 November 2011 on framework for authorisation regime of indoor global navigation satellite system (GNSS) pseudolites in the band 1559-1610 MHz";"=HYPERLINK(""http://docdb.cept.org/download/1803"")";"=HYPERLINK(""http://docdb.cept.org/document/503"")"
"ECC Recommendations";"ECC/REC/(11)06";"FM22";"2016-10-17";"Active";"ECC/REC/(11)06 of 21 October 2011 Block Edge Mask Compliance Measurements for Base Stations

latest amended on 17 October 2016 (FM#86)";"=HYPERLINK(""http://docdb.cept.org/download/1805"")";"=HYPERLINK(""http://docdb.cept.org/document/502"")"
"ECC Recommendations";"ECC/REC/(11)05";"ECC PT1";"2024-03-08";"Active";"ECC/REC/(11)05 of 26 May 2011 on cross-border Coordination for Mobile/Fixed Communications Networks (MFCN) in the frequency band 2500-2690 MHz

latest corrected on 8 March 2024 (ECC#63)";"=HYPERLINK(""http://docdb.cept.org/download/4591"")";"=HYPERLINK(""http://docdb.cept.org/document/501"")"
"ECC Recommendations";"ECC/REC/(11)04";"ECC PT1";"2025-11-07";"Active";"ECC/REC/(11)04 of 26 May 2011 on cross-border Coordination for Mobile/Fixed Communications Networks (MFCN) in the frequency band 791-862 MHz

latest amended on 7 November 2025 (ECC#68)";"=HYPERLINK(""http://docdb.cept.org/download/4842"")";"=HYPERLINK(""http://docdb.cept.org/document/500"")"
"ECC Recommendations";"ECC/REC/(11)03";"NaN1";"2023-06-22";"Active";"ECC/REC/(11)03 of 12 May 2011 on numbering and Addressing for Machine-to-Machine (M2M) communications

amended 22 June 2023 (NaN#26)";"=HYPERLINK(""http://docdb.cept.org/download/4351"")";"=HYPERLINK(""http://docdb.cept.org/document/499"")"
"ECC Recommendations";"ECC/REC/(11)02";"WGNaN";"2011-05-12";"Withdrawn";"ECC/REC/(11)02 of 12 May 2011 on calling Line Identification and Originating Identification";"=HYPERLINK(""http://docdb.cept.org/download/1813"")";"=HYPERLINK(""http://docdb.cept.org/document/498"")"
"ECC Recommendations";"ECC/REC/(11)01";"SE19";"2011-02-02";"Active";"ECC/REC/(11)01 of 2 February 2011 on guidelines for assignment of frequency blocks for Fixed Wireless Systems in the bands 24.5-26.5 GHz, 27.5-29.5 GHz and 31.8-33.4 GHz
(SE#58)

";"=HYPERLINK(""http://docdb.cept.org/download/1815"")";"=HYPERLINK(""http://docdb.cept.org/document/497"")"
"ECC Recommendations";"ECC/REC/(10)03";"FM58";"2024-02-16";"Active";"ECC/REC/(10)03 of 7 October 2010 on harmonised CEPT examination procedures for the Long Range Certificate (LRC) for non-SOLAS vessels

amended 16 February 2024 (FM#106)";"=HYPERLINK(""http://docdb.cept.org/download/4416"")";"=HYPERLINK(""http://docdb.cept.org/document/496"")"
"ECC Recommendations";"ECC/REC/(10)02";"FM44";"2010-10-07";"Active";"ECC/REC/(10)02 of 7 October 2010 on a framework for authorisation regime of Global Navigation Satellite System (GNSS) repeaters";"=HYPERLINK(""http://docdb.cept.org/download/1820"")";"=HYPERLINK(""http://docdb.cept.org/document/495"")"
"ECC Recommendations";"ECC/REC/(10)01";"FM44";"2010-01-28";"Active";"ECC/REC/(10)01 of 28 January 2010 on guidelines for compatibility between Complementary Ground Components (CGC) operating in the band 2170-2200 MHz and EESS/SOS/SRS earth stations operating in the band 2200-2290 MHz";"=HYPERLINK(""http://docdb.cept.org/download/1822"")";"=HYPERLINK(""http://docdb.cept.org/document/494"")"
"ECC Recommendations";"ECC/REC/(09)02";"FM22";"2009-10-19";"Active";"ECC/REC/(09)02 of 19 October 2009 on Specification for the measurement of disturbance fields from telecommunications systems and networks in the frequency range 9 kHz to 3 GHz";"=HYPERLINK(""http://docdb.cept.org/download/1824"")";"=HYPERLINK(""http://docdb.cept.org/document/493"")"
"ECC Recommendations";"ECC/REC/(09)01";"SE19";"2009-02-02";"Withdrawn";"ECC/REC/(09)01 of 2 February 2009 on use of the 57-64 GHz frequency band for point-to-point Fixed Wireless Systems

";"=HYPERLINK(""http://docdb.cept.org/download/1826"")";"=HYPERLINK(""http://docdb.cept.org/document/492"")"
"ECC Recommendations";"ECC/REC/(08)04";"FM62";"2008-10-06";"Active";"ECC/REC/(08)04 of 6 October 2008 on the identification of frequency bands for the implementation of Broad Band Disaster Relief (BBDR) radio applications in the 5 GHz frequency range";"=HYPERLINK(""http://docdb.cept.org/download/1829"")";"=HYPERLINK(""http://docdb.cept.org/document/491"")"
"ECC Recommendations";"ECC/REC/(08)03";"WGNaN";"2008-10-16";"Active";"ECC/REC/(08)03 of 16 October 2008 on services using Harmonised European Short Codes in the National Numbering Range Beginning with ‘116’";"=HYPERLINK(""http://docdb.cept.org/download/1831"")";"=HYPERLINK(""http://docdb.cept.org/document/490"")"
"ECC Recommendations";"ECC/REC/(08)02";"ECC PT1";"2025-11-07";"Active";"ECC/REC/(08)02 of 21 February 2008 on cross-border coordination for Mobile/Fixed Communications Networks (MFCN) in the frequency bands 900 MHz and 1800 MHz (excluding GSM vs. GSM)

latest amended on 7 November 2025 (ECC#68) ";"=HYPERLINK(""http://docdb.cept.org/download/4860"")";"=HYPERLINK(""http://docdb.cept.org/document/489"")"
"ECC Recommendations";"ECC/REC/(08)01";"FM61";"2025-06-06";"Active";"ECC/REC/(08)01 of 21 February 2008 on use of the band 5855-5875 MHz for non-safety related Road Intelligent Transport Systems (ITS) 

latest amended on 6 June 2025 (FM#110) ";"=HYPERLINK(""http://docdb.cept.org/download/4802"")";"=HYPERLINK(""http://docdb.cept.org/document/984"")"
